年月別,工業及服務業,男性,女性,工業,礦業及土石採取業,製造業,電力及燃氣供應業,用水供應及污染整治業,營建工程業,服務業,批發及零售業,運輸及倉儲業,住宿及餐飲業,出版影音及資通訊業,金融及保險業,不動產業,專業科學及技術服務業,支援服務業,教育業,醫療保健及社會工作服務業,藝術_娛樂及休閒服務業,其他服務業
198001,8016,9052,6566,7606,11403,7483,12550,7827,7475,8848,7549,9862,6537,12550,11551,17931,10095,9747,-,11749,8512,7892
198002,10393,11514,8823,9548,8490,9889,13598,10980,7481,12117,11639,11231,11158,16384,14825,19195,13503,11700,-,15261,8852,9971
198003,7902,8897,6516,7284,10124,7092,13172,8121,7641,9182,7894,10094,6780,12770,13154,17251,9866,9545,-,12100,8466,7801
198004,7987,9097,6421,7454,11051,7210,14721,8315,7903,9093,7856,9676,6566,12789,12834,17353,10204,9832,-,11964,8675,7914
198005,8169,9241,6647,7686,11224,7473,12810,8565,8086,9164,8058,9730,6498,12683,12042,17412,10677,9908,-,12057,8223,8078
198006,8393,9497,6811,7921,12256,7682,13750,8690,8294,9379,8313,9822,6701,12561,13286,19468,10109,9882,-,11907,7780,8034
198007,8734,10029,6954,8129,12200,7882,16545,9184,8483,10034,8755,11358,6886,14236,13750,17376,10695,10119,-,12773,8030,8224
198008,8866,10147,7091,8211,12054,7960,16008,9355,8629,10271,9252,10759,8215,14155,14141,17274,10768,10420,-,12893,8133,8312
198009,9066,10374,7227,8355,11919,8144,16067,9673,8581,10565,9859,10936,7118,14140,14601,17460,10979,10572,-,13260,7976,8416
198010,9206,10509,7346,8544,13023,8321,16033,9373,8737,10600,10063,10933,7236,14069,13972,17531,10801,10448,-,12899,8094,8434
198011,9292,10595,7412,8617,12744,8417,16136,9533,8721,10708,10194,11001,7284,13918,14809,17580,10813,10395,-,12888,7517,8258
198012,10035,11496,7955,9069,12058,8866,17649,9580,9287,12041,11702,11621,7301,14193,19903,19742,12232,11628,-,12892,8443,8420
198101,11270,13328,8306,10343,15297,10375,17267,11669,9182,13217,12356,14567,9960,15096,20507,19031,12884,11630,-,14428,9234,8289
198102,10887,12974,7959,9594,17388,9238,17655,11365,10037,13430,13836,12845,8386,17918,16161,19546,14216,12423,-,14249,9862,8695
198103,9745,11492,7275,9146,13589,8746,17248,10087,10294,10914,9775,11746,7896,15393,15312,17929,11492,10817,-,14564,10538,8050
198104,9998,11718,7582,9389,13656,9030,17062,10725,10323,11201,10390,11789,7939,15519,15122,18035,11529,10735,-,14538,9683,8198
198105,10222,12005,7722,9635,13883,9278,16809,10363,10609,11373,10588,11952,7987,15326,15553,18131,11752,10903,-,14622,9969,8294
198106,10335,12140,7775,9629,13459,9207,16448,10445,11045,11720,11030,11983,7982,15465,16648,20110,11971,11045,-,14640,10177,8407
198107,10542,12391,7968,9852,14217,9383,27018,10334,11019,11922,11075,12587,8480,16302,17199,18103,11957,11088,-,14709,9874,8423
198108,10684,12530,8126,9979,14660,9590,19787,10423,11089,12082,11219,12967,8576,16293,17211,18067,12153,11183,-,14747,9845,8534
198109,10941,12762,8394,10173,14316,9816,19871,11374,11120,12453,11938,12685,8685,16216,18018,18231,12389,11305,-,14490,10066,8639
198110,10921,12794,8305,10310,15200,9903,20577,10902,11443,12120,11218,13068,8703,16155,17010,18124,12535,11444,-,14409,10548,8617
198111,10895,12705,8378,10282,15157,9877,19788,10951,11476,12098,11322,12634,8626,16043,17331,18103,12441,11404,-,14387,10045,8612
198112,11652,13732,8775,10597,16283,10167,19974,10984,11805,13734,13191,13509,8813,16195,23348,21257,14226,12835,-,14237,10532,8758
198201,13581,16083,10225,12241,17287,12100,21187,13560,11805,16180,16207,17138,10559,17994,21565,22024,16395,13472,-,16159,13613,10890
198202,11149,13200,8414,10544,13818,10267,20668,11008,11120,12301,10935,13891,8660,17457,18598,20266,13321,12240,-,13016,8087,8985
198203,11017,13062,8269,10421,15591,10044,20421,11776,11299,12155,11093,13209,8619,16341,17768,20005,13183,12520,-,13016,8272,9124
198204,11043,13094,8282,10454,15922,10045,20299,11549,11477,12168,11005,13267,8766,15891,17965,20182,13566,12982,-,13067,8549,9251
198205,11163,13162,8469,10612,15023,10227,20788,11816,11627,12202,11194,13239,8423,15687,17474,20737,13669,12749,-,13062,8555,9302
198206,11341,13387,8580,10656,14577,10291,20690,13911,11575,12642,11582,13487,8345,15836,20126,21142,13579,12983,-,13045,8528,9386
198207,11213,13237,8506,10600,14496,10260,20395,11916,11539,12388,11174,13931,8372,15672,18427,19669,13626,13218,-,12984,8637,9420
198208,11166,13164,8505,10558,14505,10237,19486,12084,11393,12325,11180,13474,8469,15964,18321,19913,13669,12839,-,13152,8474,9378
198209,11485,13562,8678,10706,14859,10385,20521,12954,11390,12959,11710,14643,8584,15914,20338,19896,14017,13074,-,13151,8614,9463
198210,11293,13349,8526,10700,15238,10468,21021,12092,10749,12408,11211,13612,8553,15883,18604,19637,13786,13227,-,13105,8600,9382
198211,11248,13272,8506,10663,15190,10346,20714,11816,11306,12335,11228,13486,8639,15732,17449,19499,14211,13292,-,13221,8491,9391
198212,11969,14083,9092,11097,15861,10791,21147,11796,11639,13598,12277,14106,8815,15903,24415,23860,14981,14627,-,13310,8510,9372
198301,11827,13944,8972,11158,15607,10905,21281,12977,11406,13085,12154,14200,8935,15813,18960,19440,14973,13416,-,12845,8460,9817
198302,12598,15013,9372,11236,12404,10911,21509,13414,12354,15167,14193,16335,9955,19461,20009,23471,17801,13418,-,17641,10843,10804
198303,11721,13783,8942,11031,14355,10748,20394,12506,11682,13016,12169,13883,9330,16017,18551,19428,14749,12251,-,13113,9613,9294
198304,11631,13671,8882,11100,14259,10807,19653,11965,11962,12626,11618,13471,9255,16088,17737,19369,14674,11981,-,13208,9456,9348
198305,11856,13952,9024,11408,14392,11036,20611,12104,12704,12705,11799,13464,9311,15918,17598,19441,14874,12220,-,12945,9282,9487
198306,12182,14344,9256,11535,14331,11075,26153,14336,12907,13428,11942,14507,9453,16213,20837,31118,14979,12494,-,14653,9257,9601
198307,11914,14038,9113,11450,14916,11052,20405,12306,12956,12813,11810,13597,9672,15814,18316,19855,14849,12848,-,13316,9538,9771
198308,12051,14268,9131,11608,14987,11221,20376,12230,13165,12917,11739,13711,9459,16109,18517,19983,15548,12861,-,13615,9836,9881
198309,12446,14760,9360,11795,15045,11354,26867,13220,13187,13701,12267,15394,9696,16353,19949,20641,16094,12214,-,14820,11696,9955
198310,12167,14404,9203,11694,15342,11319,20855,12415,13117,13076,11965,13887,9496,16239,18173,20567,15674,12325,-,13835,10052,9996
198311,12113,14283,9230,11629,15827,11216,20525,12290,13241,13043,11946,13824,9518,16082,18061,20321,15869,12594,-,13956,9641,9753
198312,12908,15214,9857,12139,16558,11727,21492,12380,13731,14389,13196,14612,9840,16270,22641,27722,16436,13675,-,15438,10883,10217
198401,15370,18310,11471,13714,17986,13401,21667,17705,14653,18549,19024,18159,11425,17030,23747,27317,22134,15344,-,19362,14727,12617
198402,12648,15014,9496,11554,12961,11109,21145,13091,13950,14736,13488,16179,9618,21325,20006,22406,15981,13007,-,16320,10179,10525
198403,12898,15075,9964,12227,16049,11844,21863,13024,13896,14212,14016,13693,9845,17267,19404,21387,16267,12603,-,14711,10016,9473
198404,12931,15189,9907,12256,15676,11878,21083,12193,14015,14261,13767,13916,10304,16785,20358,21666,16333,13145,-,14760,9944,9979
198405,13254,15522,10211,12478,16318,12164,20930,11714,13794,14788,14242,14979,10233,16965,20533,21516,16954,13021,-,16721,10103,9954
198406,13279,15640,10127,12346,15218,11933,26820,14492,13927,15128,14121,16310,10558,19905,21301,21341,16903,13091,-,15870,10109,10030
198407,13296,15700,10129,12628,15018,12094,44876,11722,14056,14652,13925,14509,10696,17401,21417,21847,16600,13507,-,15966,9889,9947
198408,13199,15539,10130,12450,15011,12102,22460,12142,14142,14697,14009,14254,10679,17367,21488,21317,16685,13815,-,16740,10048,9964
198409,13563,16007,10324,12499,15887,12079,29210,14768,13996,15677,14528,16020,11330,20667,23164,22234,17094,13986,-,18501,9580,10047
198410,13290,15636,10172,12609,16349,12272,22126,12103,14063,14638,13791,14252,11073,17444,21270,20901,17144,13865,-,16750,9351,10070
198411,13305,15680,10144,12590,16280,12219,22334,12223,14290,14710,13882,14797,10818,17634,20770,21711,17010,13999,-,16518,9376,10050
198412,13891,16321,10649,13156,16521,12733,31551,12147,14628,15339,14183,15219,10942,17530,24394,22353,17248,14216,-,17875,10180,10298
198501,13702,16151,10443,13079,17739,12814,23133,12134,13885,14930,13441,16059,10984,19936,22765,20644,16868,14262,-,15584,10531,9926
198502,15745,19104,11290,14201,14710,13322,34581,21150,19081,18771,17410,20764,11895,22065,24827,27685,20677,19041,-,23473,12052,13626
198503,13330,15716,10156,12611,15264,12326,22040,13407,13803,14748,13647,15178,10196,17554,22647,21134,17192,13546,-,15674,9675,10227
198504,13358,15789,10118,12629,16497,12319,23372,12220,13831,14801,13855,15611,10352,17562,21255,20771,17007,13865,-,16101,9740,9683
198505,13437,15847,10225,12729,16799,12423,23075,13018,13869,14844,14122,14924,10254,17523,21455,20814,17064,13600,-,16153,9940,9950
198506,14407,17094,10838,13294,16515,12701,30466,16403,16128,16626,14925,19517,10521,21080,25018,28608,17809,13925,-,17805,10070,10255
198507,14059,16773,10467,13101,16412,12508,51406,12958,14379,15969,13997,15944,10364,34965,22713,21395,17498,13923,-,16601,10061,10118
198508,13521,16038,10196,12773,16551,12391,25706,13394,14323,14998,13752,15777,10521,19032,21936,21311,17386,14362,-,16742,9290,9983
198509,13792,16312,10438,12910,16112,12556,26202,13298,14264,15514,14089,16081,10528,18962,24884,21273,17693,13879,-,17441,10095,10180
198510,13770,16286,10424,13049,16543,12709,25578,13192,14332,15174,13993,15828,10499,18996,22140,22252,17417,13574,-,17285,9959,10037
198511,13767,16275,10435,13100,16209,12750,25844,13115,14473,15074,13805,15727,10612,19021,21851,21764,17583,13503,-,17605,9605,10045
198512,14874,17582,11286,13726,16511,13324,36473,13401,14741,17125,15876,16895,10708,19053,27406,29888,20489,15890,-,20489,9886,10152
198601,17384,20701,13009,16434,20825,16245,40060,18999,15473,19257,17814,20715,11145,24963,24577,29322,20036,24147,-,27698,12287,11037
198602,16615,19744,12477,15207,14297,14955,26674,14833,16354,19394,18835,20635,10226,29054,25175,22928,21387,17395,-,20126,12235,11824
198603,14341,16858,11016,13514,16467,13209,25701,14627,14600,15985,15001,16121,11134,19964,24732,20353,17400,14458,-,17321,10393,10047
198604,14315,16825,10994,13513,17159,13216,24963,14571,14536,15919,14768,17145,10592,20262,23432,20410,17198,14448,-,17693,10983,9954
198605,14461,16951,11159,13788,16968,13463,25207,24620,14683,15807,14781,16408,10442,21544,22219,19566,17851,14647,-,18166,10288,9956
198606,14726,17254,11369,13926,16540,13640,25603,14107,15002,16339,15122,16939,10350,21295,25647,22917,17937,14984,-,17693,10500,10043
198607,14952,17636,11416,14037,16883,13528,48210,13608,15232,16828,15086,16098,10616,38010,23339,23005,17615,14552,-,18555,10618,10106
198608,14616,17181,11241,13715,16450,13433,25236,13952,14821,16455,15005,19133,10480,21083,24358,19720,17510,14605,-,17902,10559,10029
198609,14810,17363,11448,14002,16263,13754,26467,13963,14795,16450,15157,16425,10566,21333,25125,20647,18916,15258,-,20163,10647,10181
198610,14717,17245,11386,14030,17103,13770,26198,13800,14881,16114,15337,16267,10407,19983,24062,19815,17687,14511,-,17784,10553,10149
198611,14590,17087,11304,13892,16503,13633,26036,13723,14787,16002,15264,16335,10221,20294,22604,20757,17549,14500,-,18493,10524,10111
198612,15967,18767,12288,14999,20829,14777,27851,13923,15296,17925,17266,17415,10195,20461,29327,25375,19857,17854,-,18510,10818,10446
198701,24061,28652,18060,22333,21071,22420,45599,22679,19821,27556,26188,27107,16010,38643,42399,27951,28691,26990,-,32701,15506,15512
198702,14754,17298,11410,13745,15074,13474,25748,14695,14831,16784,16228,16919,10656,23812,23230,21507,17840,14557,-,18056,10593,10315
198703,15205,17790,11780,14468,17317,14234,25008,13703,15303,16672,15348,17235,10357,20776,27896,21492,17724,14516,-,17689,10790,10331
198704,15171,17694,11821,14571,17154,14325,25879,17902,15257,16361,15487,16713,10439,20446,24405,21724,18084,14616,-,17719,10607,10442
198705,15544,18156,12059,14909,17359,14705,25561,14027,15513,16797,15898,17011,10502,22373,24463,21294,18199,15174,-,19269,10719,10721
198706,15478,18001,12110,14713,17513,14529,25894,14000,15086,16988,15957,16732,10384,25111,26615,22682,18127,14643,-,17743,10557,10487
198707,16056,18896,12326,15170,17793,14719,50790,14732,15829,17844,16425,17298,10492,32047,26352,29139,19049,15043,-,19386,11990,11505
198708,15914,18607,12398,15019,18024,14754,26694,15105,15981,17703,16404,19629,10811,21836,25669,21350,19848,15956,-,19913,12211,11833
198709,16209,18945,12611,15216,17314,14947,27215,16885,16150,18156,16785,17606,10939,23605,28227,22907,22705,16456,-,20830,12546,11781
198710,16293,18990,12745,15392,17796,15165,26681,15349,16119,18044,16969,17733,11074,22726,28206,23032,20296,15847,-,20421,12565,11471
198711,15968,18616,12475,15170,17490,14925,27247,15162,15974,17501,16508,17554,10766,22829,25038,22084,20095,15861,-,20859,12142,11349
198712,17324,20213,13511,16062,20632,15798,30267,15233,16722,19735,18211,19190,11594,22238,34209,29524,24935,16364,-,20885,11963,11733
198801,18457,21663,14228,17655,20286,17508,42336,15772,16808,19985,18797,21648,12488,25242,27524,28965,23868,17210,-,22042,12534,12242
198802,25435,29743,19758,22730,19631,23006,28600,22541,20363,30498,29932,26874,16039,47763,45647,35148,33440,25502,-,34567,16839,19182
198803,16688,19471,13014,15822,18605,15516,31998,16053,16726,18300,16909,18566,11745,23591,27808,22739,20974,16526,-,20886,12067,12081
198804,16679,19454,13017,15926,17907,15654,27973,20868,16713,18070,16647,18487,11571,23427,27722,23567,20685,16355,-,20172,11634,11771
198805,16873,19623,13235,16178,18493,15910,26902,22910,16909,18146,16578,17914,11406,23031,29863,24051,20494,16278,-,20403,11702,11974
198806,17392,20316,13526,16440,19072,16147,32056,19716,17113,19132,17112,19010,11632,25901,31081,23730,23694,16378,-,23016,12118,12277
198807,18044,21325,13760,16644,19266,16029,54579,23555,18042,20656,20073,18967,11702,34749,31030,26320,21148,16299,-,21585,12767,12063
198808,17629,20661,13692,16645,19123,16322,29356,21225,17805,19432,17661,20998,11824,24357,31333,24264,20903,16681,-,21694,12981,12095
198809,18339,21443,14303,17163,19182,16843,30141,21192,18281,20451,18374,19682,12001,27897,36009,25564,22478,16370,-,23325,13840,12796
198810,17896,20999,13826,16971,19797,16634,29612,21126,18154,19543,18165,19523,11677,24609,30475,25288,21451,16386,-,22735,13912,12314
198811,17933,21050,13837,17173,20611,16816,29621,21425,18468,19276,18024,19211,11787,24457,29196,25154,21704,16298,-,21583,13530,12444
198812,19492,22904,14998,18085,25605,17530,50385,21659,19096,21958,20222,21248,12048,25833,40026,27425,24068,16519,-,22713,14570,12795
198901,28131,33340,21272,26086,24011,26458,36054,24550,22806,31679,29287,29475,18253,54358,47904,42875,37520,24853,-,34338,22042,17766
198902,23887,28287,18088,22607,21695,21796,63414,24050,25453,26071,24744,26755,16522,32782,38500,31592,27504,19802,-,28364,21186,16405
198903,18919,22146,14642,18067,20479,17712,32931,21469,19189,20358,18384,20838,12231,25938,34480,25337,22276,16480,-,21487,13939,12604
198904,18907,22093,14673,18032,19849,17694,31816,23389,19052,20375,18664,19975,12349,25514,33597,25505,22941,16526,-,22512,14041,12644
198905,19462,22575,15308,18494,20001,18112,36081,21629,19631,21073,18550,21293,12316,27011,37752,26635,23496,16833,-,22823,13983,12683
198906,19714,22755,15679,18565,20364,18144,34303,24865,19940,21608,18515,21174,12091,25214,43918,26248,24147,16986,-,22799,14378,12682
198907,20249,23730,15671,18785,23625,18252,35506,21927,20993,22702,20422,21651,13033,38303,36231,35379,25069,17675,-,23671,15080,14891
198908,20445,23960,15834,19130,21380,18588,36594,22050,21474,22619,20293,23861,13025,27934,38448,27614,24398,17545,-,24151,14901,15245
198909,21014,24545,16382,19271,21210,18762,37031,22545,21264,23827,21451,23100,13232,31384,42576,27912,25074,18698,-,24576,15827,15677
