職業類別,產業,1年以下,1~3年,3~5年,5~7年,7年以上,主職業類別,細職業名稱
商業分析師,電子科技╱資訊╱軟體╱半導體,51500,56700,61800,67000,72100,電腦系統_資訊_軟硬體,商業分析師
商業分析師,金融投顧╱保險相關,50000,55000,60000,65000,70000,電腦系統_資訊_軟硬體,商業分析師
商業分析師,運輸物流╱倉儲╱貿易,32000,35200,38400,41600,44800,電腦系統_資訊_軟硬體,商業分析師
商業分析師,教育╱出版╱藝文相關,32000,35200,38400,41600,44800,電腦系統_資訊_軟硬體,商業分析師
商業分析師,批發╱零售,700000,770000,840000,910000,980000,電腦系統_資訊_軟硬體,商業分析師
密碼學專家,政治╱宗教╱社福,43000,47300,51600,55900,60200,電腦系統_資訊_軟硬體,密碼學專家
嵌入式工程師,電子科技╱資訊╱軟體╱半導體,51000,56100,61200,66300,71400,電腦系統_資訊_軟硬體,嵌入式工程師
嵌入式工程師,農林漁牧╱水電資源,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,嵌入式工程師
市場分析師,電子科技╱資訊╱軟體╱半導體,150000,165000,180000,195000,210000,電腦系統_資訊_軟硬體,市場分析師
市場分析師,金融投顧╱保險相關,80000,88000,96000,104000,112000,電腦系統_資訊_軟硬體,市場分析師
市場分析師,餐飲╱住宿服務,30000,33000,36000,39000,42000,電腦系統_資訊_軟硬體,市場分析師
後端工程師,一般傳統製造,42000,46200,50400,54600,58800,電腦系統_資訊_軟硬體,後端工程師
後端工程師,電子科技╱資訊╱軟體╱半導體,42000,46200,50400,54600,58800,電腦系統_資訊_軟硬體,後端工程師
後端工程師,批發╱零售,46000,50600,55200,59800,64400,電腦系統_資訊_軟硬體,後端工程師
後端工程師,金融投顧╱保險相關,50400,55500,60500,65600,70600,電腦系統_資訊_軟硬體,後端工程師
後端工程師,法律╱會計╱顧問╱研發╱設計,55000,60500,66000,71500,77000,電腦系統_資訊_軟硬體,後端工程師
後端工程師,建築營造╱不動產相關,35000,38500,42000,45500,49000,電腦系統_資訊_軟硬體,後端工程師
後端工程師,旅遊╱休閒╱運動,41000,45100,49200,53300,57400,電腦系統_資訊_軟硬體,後端工程師
後端工程師,教育╱出版╱藝文相關,36500,40200,43800,47500,51100,電腦系統_資訊_軟硬體,後端工程師
數據分析師,電子科技╱資訊╱軟體╱半導體,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,數據分析師
數據分析師,一般傳統製造,43000,47300,51600,55900,60200,電腦系統_資訊_軟硬體,數據分析師
數據分析師,政治╱宗教╱社福,38000,41800,45600,49400,53200,電腦系統_資訊_軟硬體,數據分析師
數據分析師,金融投顧╱保險相關,56900,62600,68300,74000,79600,電腦系統_資訊_軟硬體,數據分析師
數據分析師,法律╱會計╱顧問╱研發╱設計,37000,40700,44400,48100,51800,電腦系統_資訊_軟硬體,數據分析師
數據分析師,建築營造╱不動產相關,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,數據分析師
數據分析師,醫療照護╱環境衛生,35200,38800,42300,45800,49300,電腦系統_資訊_軟硬體,數據分析師
數據分析師,農林漁牧╱水電資源,38000,41800,45600,49400,53200,電腦系統_資訊_軟硬體,數據分析師
數據分析師,一般服務業,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,數據分析師
數據分析師,旅遊╱休閒╱運動,36500,40200,43800,47500,51100,電腦系統_資訊_軟硬體,數據分析師
數據分析師,大眾傳播相關,40500,44600,48600,52700,56700,電腦系統_資訊_軟硬體,數據分析師
數據分析師,教育╱出版╱藝文相關,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,數據分析師
數據分析師,批發╱零售,60500,66600,72600,78700,84700,電腦系統_資訊_軟硬體,數據分析師
數據工程師,電子科技╱資訊╱軟體╱半導體,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,數據工程師
數據工程師,一般傳統製造,42000,46200,50400,54600,58800,電腦系統_資訊_軟硬體,數據工程師
數據工程師,金融投顧╱保險相關,280000,308000,336000,364000,392000,電腦系統_資訊_軟硬體,數據工程師
數據工程師,建築營造╱不動產相關,41000,45100,49200,53300,57400,電腦系統_資訊_軟硬體,數據工程師
數據建模工程師,電子科技╱資訊╱軟體╱半導體,60000,66000,72000,78000,84000,電腦系統_資訊_軟硬體,數據建模工程師
數據建模工程師,建築營造╱不動產相關,36300,40000,43600,47200,50900,電腦系統_資訊_軟硬體,數據建模工程師
數據架構師,電子科技╱資訊╱軟體╱半導體,106500,117200,127800,138500,149100,電腦系統_資訊_軟硬體,數據架構師
數據架構師,金融投顧╱保險相關,37000,40700,44400,48100,51800,電腦系統_資訊_軟硬體,數據架構師
數據科學家,電子科技╱資訊╱軟體╱半導體,60000,66000,72000,78000,84000,電腦系統_資訊_軟硬體,數據科學家
數據科學家,金融投顧╱保險相關,57000,62700,68400,74100,79800,電腦系統_資訊_軟硬體,數據科學家
數據科學家,建築營造╱不動產相關,53500,58900,64200,69600,74900,電腦系統_資訊_軟硬體,數據科學家
數據管理師,電子科技╱資訊╱軟體╱半導體,35500,39100,42600,46200,49700,電腦系統_資訊_軟硬體,數據管理師
數據管理師,一般傳統製造,60500,66600,72600,78700,84700,電腦系統_資訊_軟硬體,數據管理師
數據管理師,金融投顧╱保險相關,55000,60500,66000,71500,77000,電腦系統_資訊_軟硬體,數據管理師
數據管理師,法律╱會計╱顧問╱研發╱設計,32000,35200,38400,41600,44800,電腦系統_資訊_軟硬體,數據管理師
機器學習工程師,金融投顧╱保險相關,700000,770000,840000,910000,980000,電腦系統_資訊_軟硬體,機器學習工程師
機器學習工程師,醫療照護╱環境衛生,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,機器學習工程師
機器學習工程師,教育╱出版╱藝文相關,46000,50600,55200,59800,64400,電腦系統_資訊_軟硬體,機器學習工程師
機器學習工程師,電子科技╱資訊╱軟體╱半導體,62600,68900,75100,81400,87600,電腦系統_資訊_軟硬體,機器學習工程師
機器學習工程師,一般傳統製造,52000,57200,62400,67600,72800,電腦系統_資訊_軟硬體,機器學習工程師
漏洞評估滲透測試工程師,電子科技╱資訊╱軟體╱半導體,56500,62200,67800,73500,79100,電腦系統_資訊_軟硬體,漏洞評估滲透測試工程師
漏洞評估滲透測試工程師,政治╱宗教╱社福,76000,83600,91200,98800,106400,電腦系統_資訊_軟硬體,漏洞評估滲透測試工程師
漏洞評估滲透測試工程師,法律╱會計╱顧問╱研發╱設計,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,漏洞評估滲透測試工程師
演算法開發工程師,電子科技╱資訊╱軟體╱半導體,65000,71500,78000,84500,91000,電腦系統_資訊_軟硬體,演算法開發工程師
演算法開發工程師,一般傳統製造,93000,102300,111600,120900,130200,電腦系統_資訊_軟硬體,演算法開發工程師
演算法開發工程師,政治╱宗教╱社福,35000,38500,42000,45500,49000,電腦系統_資訊_軟硬體,演算法開發工程師
演算法開發工程師,金融投顧╱保險相關,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,演算法開發工程師
演算法開發工程師,建築營造╱不動產相關,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,演算法開發工程師
演算法開發工程師,農林漁牧╱水電資源,55000,60500,66000,71500,77000,電腦系統_資訊_軟硬體,演算法開發工程師
演算法開發工程師,大眾傳播相關,60000,66000,72000,78000,84000,電腦系統_資訊_軟硬體,演算法開發工程師
演算法開發工程師,教育╱出版╱藝文相關,63000,69300,75600,81900,88200,電腦系統_資訊_軟硬體,演算法開發工程師
硬體工程研發主管,電子科技╱資訊╱軟體╱半導體,84300,92800,101200,109600,118100,電腦系統_資訊_軟硬體,硬體工程研發主管
硬體工程研發主管,一般傳統製造,75000,82500,90000,97500,105000,電腦系統_資訊_軟硬體,硬體工程研發主管
硬體工程研發主管,法律╱會計╱顧問╱研發╱設計,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,硬體工程研發主管
硬體工程研發主管,醫療照護╱環境衛生,900000,990000,1080000,1170000,1260000,電腦系統_資訊_軟硬體,硬體工程研發主管
硬體工程研發主管,教育╱出版╱藝文相關,36000,39600,43200,46800,50400,電腦系統_資訊_軟硬體,硬體工程研發主管
系統主管,法律╱會計╱顧問╱研發╱設計,60000,66000,72000,78000,84000,電腦系統_資訊_軟硬體,系統主管
系統主管,批發╱零售,65000,71500,78000,84500,91000,電腦系統_資訊_軟硬體,系統主管
系統主管,一般傳統製造,100000,110000,120000,130000,140000,電腦系統_資訊_軟硬體,系統主管
系統主管,金融投顧╱保險相關,85000,93500,102000,110500,119000,電腦系統_資訊_軟硬體,系統主管
系統主管,醫療照護╱環境衛生,48000,52800,57600,62400,67200,電腦系統_資訊_軟硬體,系統主管
系統主管,教育╱出版╱藝文相關,86000,94600,103200,111800,120400,電腦系統_資訊_軟硬體,系統主管
系統主管,運輸物流╱倉儲╱貿易,37500,41300,45000,48800,52500,電腦系統_資訊_軟硬體,系統主管
系統主管,電子科技╱資訊╱軟體╱半導體,75000,82500,90000,97500,105000,電腦系統_資訊_軟硬體,系統主管
系統分析師,電子科技╱資訊╱軟體╱半導體,56000,61600,67200,72800,78400,電腦系統_資訊_軟硬體,系統分析師
系統分析師,一般傳統製造,44000,48400,52800,57200,61600,電腦系統_資訊_軟硬體,系統分析師
系統分析師,礦業╱土石能源採取,72000,79200,86400,93600,100800,電腦系統_資訊_軟硬體,系統分析師
系統分析師,政治╱宗教╱社福,53300,58700,64000,69300,74700,電腦系統_資訊_軟硬體,系統分析師
系統分析師,金融投顧╱保險相關,66000,72600,79200,85800,92400,電腦系統_資訊_軟硬體,系統分析師
系統分析師,法律╱會計╱顧問╱研發╱設計,51500,56700,61800,67000,72100,電腦系統_資訊_軟硬體,系統分析師
系統分析師,運輸物流╱倉儲╱貿易,53000,58300,63600,68900,74200,電腦系統_資訊_軟硬體,系統分析師
系統分析師,醫療照護╱環境衛生,48000,52800,57600,62400,67200,電腦系統_資訊_軟硬體,系統分析師
系統分析師,一般服務業,55000,60500,66000,71500,77000,電腦系統_資訊_軟硬體,系統分析師
系統分析師,旅遊╱休閒╱運動,57500,63300,69000,74800,80500,電腦系統_資訊_軟硬體,系統分析師
系統分析師,大眾傳播相關,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,系統分析師
系統分析師,教育╱出版╱藝文相關,55000,60500,66000,71500,77000,電腦系統_資訊_軟硬體,系統分析師
系統分析師,批發╱零售,49200,54200,59100,64000,68900,電腦系統_資訊_軟硬體,系統分析師
系統工程師,電子科技╱資訊╱軟體╱半導體,41000,45100,49200,53300,57400,電腦系統_資訊_軟硬體,系統工程師
系統工程師,一般傳統製造,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,系統工程師
系統工程師,政治╱宗教╱社福,40100,44200,48200,52200,56200,電腦系統_資訊_軟硬體,系統工程師
系統工程師,金融投顧╱保險相關,42500,46800,51000,55300,59500,電腦系統_資訊_軟硬體,系統工程師
系統工程師,法律╱會計╱顧問╱研發╱設計,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,系統工程師
系統工程師,運輸物流╱倉儲╱貿易,48300,53100,57900,62800,67600,電腦系統_資訊_軟硬體,系統工程師
系統工程師,建築營造╱不動產相關,40500,44600,48600,52700,56700,電腦系統_資訊_軟硬體,系統工程師
系統工程師,醫療照護╱環境衛生,42000,46200,50400,54600,58800,電腦系統_資訊_軟硬體,系統工程師
系統工程師,農林漁牧╱水電資源,52000,57200,62400,67600,72800,電腦系統_資訊_軟硬體,系統工程師
系統工程師,一般服務業,36000,39600,43200,46800,50400,電腦系統_資訊_軟硬體,系統工程師
系統工程師,旅遊╱休閒╱運動,57000,62700,68400,74100,79800,電腦系統_資訊_軟硬體,系統工程師
系統工程師,餐飲╱住宿服務,49000,53900,58800,63700,68600,電腦系統_資訊_軟硬體,系統工程師
系統工程師,大眾傳播相關,42500,46800,51000,55300,59500,電腦系統_資訊_軟硬體,系統工程師
系統工程師,教育╱出版╱藝文相關,41000,45100,49200,53300,57400,電腦系統_資訊_軟硬體,系統工程師
系統工程師,批發╱零售,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,系統工程師
系統維護員／操作員,電子科技╱資訊╱軟體╱半導體,34000,37400,40800,44200,47600,電腦系統_資訊_軟硬體,系統維護員／操作員
系統維護員／操作員,一般傳統製造,34000,37400,40800,44200,47600,電腦系統_資訊_軟硬體,系統維護員／操作員
系統維護員／操作員,政治╱宗教╱社福,34000,37400,40800,44200,47600,電腦系統_資訊_軟硬體,系統維護員／操作員
系統維護員／操作員,金融投顧╱保險相關,37300,41000,44700,48500,52200,電腦系統_資訊_軟硬體,系統維護員／操作員
系統維護員／操作員,法律╱會計╱顧問╱研發╱設計,39000,42900,46800,50700,54600,電腦系統_資訊_軟硬體,系統維護員／操作員
系統維護員／操作員,運輸物流╱倉儲╱貿易,38000,41800,45600,49400,53200,電腦系統_資訊_軟硬體,系統維護員／操作員
系統維護員／操作員,建築營造╱不動產相關,28800,31700,34500,37400,40300,電腦系統_資訊_軟硬體,系統維護員／操作員
系統維護員／操作員,醫療照護╱環境衛生,32000,35200,38400,41600,44800,電腦系統_資訊_軟硬體,系統維護員／操作員
系統維護員／操作員,農林漁牧╱水電資源,32000,35200,38400,41600,44800,電腦系統_資訊_軟硬體,系統維護員／操作員
系統維護員／操作員,一般服務業,33400,36800,40100,43500,46800,電腦系統_資訊_軟硬體,系統維護員／操作員
系統維護員／操作員,旅遊╱休閒╱運動,50000,55000,60000,65000,70000,電腦系統_資訊_軟硬體,系統維護員／操作員
系統維護員／操作員,餐飲╱住宿服務,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,系統維護員／操作員
