職業類別,產業,1年以下,1~3年,3~5年,5~7年,7年以上,主職業類別,細職業名稱
建築師,建築營造╱不動產相關,49500,54500,59400,64400,69300,營建_製圖_施作,建築師
建築繪圖／設計,電子科技╱資訊╱軟體╱半導體,35000,38500,42000,45500,49000,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,一般傳統製造,34000,37400,40800,44200,47600,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,礦業╱土石能源採取,215000,236500,258000,279500,301000,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,政治╱宗教╱社福,36400,40000,43700,47300,51000,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,法律╱會計╱顧問╱研發╱設計,34000,37400,40800,44200,47600,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,運輸物流╱倉儲╱貿易,40500,44500,48500,52600,56600,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,建築營造╱不動產相關,35000,38500,42000,45500,49000,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,醫療照護╱環境衛生,35000,38500,42000,45500,49000,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,農林漁牧╱水電資源,36000,39600,43200,46800,50400,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,一般服務業,28000,30800,33600,36400,39200,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,旅遊╱休閒╱運動,31600,34800,38000,41100,44300,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,餐飲╱住宿服務,41000,45100,49200,53300,57400,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,大眾傳播相關,31500,34700,37800,41000,44100,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,教育╱出版╱藝文相關,32500,35800,39000,42300,45500,營建_製圖_施作,建築繪圖／設計
建築繪圖／設計,批發╱零售,33000,36300,39600,42900,46200,營建_製圖_施作,建築繪圖／設計
挖土／推土機相關操作人員,電子科技╱資訊╱軟體╱半導體,40000,44000,48000,52000,56000,營建_製圖_施作,挖土／推土機相關操作人員
挖土／推土機相關操作人員,一般傳統製造,45000,49500,54000,58500,63000,營建_製圖_施作,挖土／推土機相關操作人員
挖土／推土機相關操作人員,礦業╱土石能源採取,40000,44000,48000,52000,56000,營建_製圖_施作,挖土／推土機相關操作人員
挖土／推土機相關操作人員,政治╱宗教╱社福,42000,46200,50400,54600,58800,營建_製圖_施作,挖土／推土機相關操作人員
挖土／推土機相關操作人員,運輸物流╱倉儲╱貿易,45000,49500,54000,58500,63000,營建_製圖_施作,挖土／推土機相關操作人員
挖土／推土機相關操作人員,建築營造╱不動產相關,50000,55000,60000,65000,70000,營建_製圖_施作,挖土／推土機相關操作人員
挖土／推土機相關操作人員,醫療照護╱環境衛生,48000,52800,57600,62400,67200,營建_製圖_施作,挖土／推土機相關操作人員
挖土／推土機相關操作人員,農林漁牧╱水電資源,45000,49500,54000,58500,63000,營建_製圖_施作,挖土／推土機相關操作人員
挖土／推土機相關操作人員,一般服務業,67500,74300,81000,87800,94500,營建_製圖_施作,挖土／推土機相關操作人員
挖土／推土機相關操作人員,旅遊╱休閒╱運動,30000,33000,36000,39000,42000,營建_製圖_施作,挖土／推土機相關操作人員
挖土／推土機相關操作人員,餐飲╱住宿服務,35000,38500,42000,45500,49000,營建_製圖_施作,挖土／推土機相關操作人員
挖土／推土機相關操作人員,教育╱出版╱藝文相關,43000,47300,51600,55900,60200,營建_製圖_施作,挖土／推土機相關操作人員
景觀設計人員,一般傳統製造,40000,44000,48000,52000,56000,營建_製圖_施作,景觀設計人員
景觀設計人員,礦業╱土石能源採取,35000,38500,42000,45500,49000,營建_製圖_施作,景觀設計人員
景觀設計人員,政治╱宗教╱社福,38500,42400,46200,50100,53900,營建_製圖_施作,景觀設計人員
景觀設計人員,法律╱會計╱顧問╱研發╱設計,32000,35200,38400,41600,44800,營建_製圖_施作,景觀設計人員
景觀設計人員,建築營造╱不動產相關,33000,36300,39600,42900,46200,營建_製圖_施作,景觀設計人員
景觀設計人員,醫療照護╱環境衛生,43000,47300,51600,55900,60200,營建_製圖_施作,景觀設計人員
景觀設計人員,農林漁牧╱水電資源,32000,35200,38400,41600,44800,營建_製圖_施作,景觀設計人員
景觀設計人員,一般服務業,30000,33000,36000,39000,42000,營建_製圖_施作,景觀設計人員
景觀設計人員,旅遊╱休閒╱運動,33000,36300,39600,42900,46200,營建_製圖_施作,景觀設計人員
景觀設計人員,大眾傳播相關,44000,48400,52800,57200,61600,營建_製圖_施作,景觀設計人員
景觀設計人員,教育╱出版╱藝文相關,38900,42800,46700,50600,54400,營建_製圖_施作,景觀設計人員
景觀設計人員,批發╱零售,32000,35200,38400,41600,44800,營建_製圖_施作,景觀設計人員
模板工程人員,一般傳統製造,33000,36300,39600,42900,46200,營建_製圖_施作,模板工程人員
模板工程人員,法律╱會計╱顧問╱研發╱設計,26000,28600,31200,33800,36400,營建_製圖_施作,模板工程人員
模板工程人員,運輸物流╱倉儲╱貿易,34000,37400,40800,44200,47600,營建_製圖_施作,模板工程人員
模板工程人員,建築營造╱不動產相關,45000,49500,54000,58500,63000,營建_製圖_施作,模板工程人員
模板工程人員,一般服務業,30000,33000,36000,39000,42000,營建_製圖_施作,模板工程人員
模板工程人員,餐飲╱住宿服務,35000,38500,42000,45500,49000,營建_製圖_施作,模板工程人員
水利工程師,政治╱宗教╱社福,55000,60500,66000,71500,77000,營建_製圖_施作,水利工程師
水利工程師,法律╱會計╱顧問╱研發╱設計,35000,38500,42000,45500,49000,營建_製圖_施作,水利工程師
水利工程師,建築營造╱不動產相關,40000,44000,48000,52000,56000,營建_製圖_施作,水利工程師
水利工程師,醫療照護╱環境衛生,33000,36300,39600,42900,46200,營建_製圖_施作,水利工程師
水利工程師,農林漁牧╱水電資源,41500,45700,49800,54000,58100,營建_製圖_施作,水利工程師
水土保持技師,礦業╱土石能源採取,30000,33000,36000,39000,42000,營建_製圖_施作,水土保持技師
水土保持技師,法律╱會計╱顧問╱研發╱設計,32000,35200,38400,41600,44800,營建_製圖_施作,水土保持技師
水土保持技師,建築營造╱不動產相關,35000,38500,42000,45500,49000,營建_製圖_施作,水土保持技師
水土保持技師,一般服務業,24000,26400,28800,31200,33600,營建_製圖_施作,水土保持技師
水土保持技師,批發╱零售,40000,44000,48000,52000,56000,營建_製圖_施作,水土保持技師
水電及其他工程繪圖人員,電子科技╱資訊╱軟體╱半導體,34000,37400,40800,44200,47600,營建_製圖_施作,水電及其他工程繪圖人員
水電及其他工程繪圖人員,一般傳統製造,32000,35200,38400,41600,44800,營建_製圖_施作,水電及其他工程繪圖人員
水電及其他工程繪圖人員,法律╱會計╱顧問╱研發╱設計,31000,34100,37200,40300,43400,營建_製圖_施作,水電及其他工程繪圖人員
水電及其他工程繪圖人員,運輸物流╱倉儲╱貿易,44500,49000,53400,57900,62300,營建_製圖_施作,水電及其他工程繪圖人員
水電及其他工程繪圖人員,建築營造╱不動產相關,36000,39600,43200,46800,50400,營建_製圖_施作,水電及其他工程繪圖人員
水電及其他工程繪圖人員,醫療照護╱環境衛生,40000,44000,48000,52000,56000,營建_製圖_施作,水電及其他工程繪圖人員
水電及其他工程繪圖人員,農林漁牧╱水電資源,35000,38500,42000,45500,49000,營建_製圖_施作,水電及其他工程繪圖人員
水電及其他工程繪圖人員,一般服務業,39000,42900,46800,50700,54600,營建_製圖_施作,水電及其他工程繪圖人員
水電及其他工程繪圖人員,批發╱零售,30000,33000,36000,39000,42000,營建_製圖_施作,水電及其他工程繪圖人員
水電工,電子科技╱資訊╱軟體╱半導體,36000,39600,43200,46800,50400,營建_製圖_施作,水電工
水電工,一般傳統製造,34000,37400,40800,44200,47600,營建_製圖_施作,水電工
水電工,礦業╱土石能源採取,33000,36300,39600,42900,46200,營建_製圖_施作,水電工
水電工,政治╱宗教╱社福,35000,38500,42000,45500,49000,營建_製圖_施作,水電工
水電工,金融投顧╱保險相關,32000,35200,38400,41600,44800,營建_製圖_施作,水電工
水電工,法律╱會計╱顧問╱研發╱設計,32000,35200,38400,41600,44800,營建_製圖_施作,水電工
水電工,運輸物流╱倉儲╱貿易,33000,36300,39600,42900,46200,營建_製圖_施作,水電工
水電工,建築營造╱不動產相關,38000,41800,45600,49400,53200,營建_製圖_施作,水電工
水電工,醫療照護╱環境衛生,33000,36300,39600,42900,46200,營建_製圖_施作,水電工
水電工,農林漁牧╱水電資源,40000,44000,48000,52000,56000,營建_製圖_施作,水電工
水電工,一般服務業,36200,39800,43400,47000,50700,營建_製圖_施作,水電工
水電工,旅遊╱休閒╱運動,34900,38400,41900,45400,48900,營建_製圖_施作,水電工
水電工,餐飲╱住宿服務,33000,36300,39600,42900,46200,營建_製圖_施作,水電工
水電工,教育╱出版╱藝文相關,33600,36900,40300,43600,47000,營建_製圖_施作,水電工
水電工,批發╱零售,32000,35200,38400,41600,44800,營建_製圖_施作,水電工
水電工程師,電子科技╱資訊╱軟體╱半導體,40000,44000,48000,52000,56000,營建_製圖_施作,水電工程師
水電工程師,一般傳統製造,38000,41800,45600,49400,53200,營建_製圖_施作,水電工程師
水電工程師,政治╱宗教╱社福,40000,44000,48000,52000,56000,營建_製圖_施作,水電工程師
水電工程師,金融投顧╱保險相關,30000,33000,36000,39000,42000,營建_製圖_施作,水電工程師
水電工程師,運輸物流╱倉儲╱貿易,373500,410900,448200,485600,522900,營建_製圖_施作,水電工程師
水電工程師,建築營造╱不動產相關,45000,49500,54000,58500,63000,營建_製圖_施作,水電工程師
水電工程師,醫療照護╱環境衛生,37000,40700,44400,48100,51800,營建_製圖_施作,水電工程師
水電工程師,農林漁牧╱水電資源,40000,44000,48000,52000,56000,營建_製圖_施作,水電工程師
水電工程師,一般服務業,33500,36900,40200,43600,46900,營建_製圖_施作,水電工程師
水電工程師,旅遊╱休閒╱運動,35000,38500,42000,45500,49000,營建_製圖_施作,水電工程師
水電工程師,餐飲╱住宿服務,39000,42900,46800,50700,54600,營建_製圖_施作,水電工程師
水電工程師,大眾傳播相關,40000,44000,48000,52000,56000,營建_製圖_施作,水電工程師
水電工程師,教育╱出版╱藝文相關,46000,50600,55200,59800,64400,營建_製圖_施作,水電工程師
水電工程師,批發╱零售,38000,41800,45600,49400,53200,營建_製圖_施作,水電工程師
泥水工相關人員,一般傳統製造,32500,35800,39000,42300,45500,營建_製圖_施作,泥水工相關人員
泥水工相關人員,礦業╱土石能源採取,37500,41300,45000,48800,52500,營建_製圖_施作,泥水工相關人員
泥水工相關人員,運輸物流╱倉儲╱貿易,45000,49500,54000,58500,63000,營建_製圖_施作,泥水工相關人員
泥水工相關人員,建築營造╱不動產相關,40000,44000,48000,52000,56000,營建_製圖_施作,泥水工相關人員
泥水工相關人員,醫療照護╱環境衛生,28000,30800,33600,36400,39200,營建_製圖_施作,泥水工相關人員
泥水工相關人員,一般服務業,32500,35800,39000,42300,45500,營建_製圖_施作,泥水工相關人員
泥水工相關人員,批發╱零售,33000,36300,39600,42900,46200,營建_製圖_施作,泥水工相關人員
測量／儀校人員,電子科技╱資訊╱軟體╱半導體,33000,36300,39600,42900,46200,營建_製圖_施作,測量／儀校人員
測量／儀校人員,一般傳統製造,32000,35200,38400,41600,44800,營建_製圖_施作,測量／儀校人員
測量／儀校人員,礦業╱土石能源採取,51000,56100,61200,66300,71400,營建_製圖_施作,測量／儀校人員
測量／儀校人員,政治╱宗教╱社福,38000,41800,45600,49400,53200,營建_製圖_施作,測量／儀校人員
測量／儀校人員,法律╱會計╱顧問╱研發╱設計,36300,40000,43600,47200,50900,營建_製圖_施作,測量／儀校人員
測量／儀校人員,運輸物流╱倉儲╱貿易,42500,46800,51000,55300,59500,營建_製圖_施作,測量／儀校人員
測量／儀校人員,建築營造╱不動產相關,35000,38500,42000,45500,49000,營建_製圖_施作,測量／儀校人員
測量／儀校人員,醫療照護╱環境衛生,45000,49500,54000,58500,63000,營建_製圖_施作,測量／儀校人員
測量／儀校人員,農林漁牧╱水電資源,29000,31900,34800,37700,40600,營建_製圖_施作,測量／儀校人員
測量／儀校人員,一般服務業,33000,36300,39600,42900,46200,營建_製圖_施作,測量／儀校人員
營建主管,電子科技╱資訊╱軟體╱半導體,89500,98500,107400,116400,125300,營建_製圖_施作,營建主管
營建主管,一般傳統製造,60000,66000,72000,78000,84000,營建_製圖_施作,營建主管
營建主管,政治╱宗教╱社福,55000,60500,66000,71500,77000,營建_製圖_施作,營建主管
營建主管,金融投顧╱保險相關,75000,82500,90000,97500,105000,營建_製圖_施作,營建主管
營建主管,法律╱會計╱顧問╱研發╱設計,63500,69900,76200,82600,88900,營建_製圖_施作,營建主管
營建主管,建築營造╱不動產相關,65000,71500,78000,84500,91000,營建_製圖_施作,營建主管
營建主管,醫療照護╱環境衛生,80000,88000,96000,104000,112000,營建_製圖_施作,營建主管
營建主管,農林漁牧╱水電資源,137500,151300,165000,178800,192500,營建_製圖_施作,營建主管
營建主管,一般服務業,64000,70400,76800,83200,89600,營建_製圖_施作,營建主管
營建主管,旅遊╱休閒╱運動,55000,60500,66000,71500,77000,營建_製圖_施作,營建主管
營建主管,餐飲╱住宿服務,55000,60500,66000,71500,77000,營建_製圖_施作,營建主管
營建主管,批發╱零售,53000,58300,63600,68900,74200,營建_製圖_施作,營建主管
營建工程人員,電子科技╱資訊╱軟體╱半導體,36000,39600,43200,46800,50400,營建_製圖_施作,營建工程人員
營建工程人員,一般傳統製造,38000,41800,45600,49400,53200,營建_製圖_施作,營建工程人員
營建工程人員,礦業╱土石能源採取,50000,55000,60000,65000,70000,營建_製圖_施作,營建工程人員
營建工程人員,政治╱宗教╱社福,52000,57200,62400,67600,72800,營建_製圖_施作,營建工程人員
營建工程人員,金融投顧╱保險相關,45000,49500,54000,58500,63000,營建_製圖_施作,營建工程人員
營建工程人員,法律╱會計╱顧問╱研發╱設計,54000,59400,64800,70200,75600,營建_製圖_施作,營建工程人員
營建工程人員,運輸物流╱倉儲╱貿易,40000,44000,48000,52000,56000,營建_製圖_施作,營建工程人員
營建工程人員,建築營造╱不動產相關,40000,44000,48000,52000,56000,營建_製圖_施作,營建工程人員
營建工程人員,醫療照護╱環境衛生,47500,52300,57000,61800,66500,營建_製圖_施作,營建工程人員
營建工程人員,農林漁牧╱水電資源,35000,38500,42000,45500,49000,營建_製圖_施作,營建工程人員
營建工程人員,一般服務業,45000,49500,54000,58500,63000,營建_製圖_施作,營建工程人員
營建工程人員,旅遊╱休閒╱運動,35000,38500,42000,45500,49000,營建_製圖_施作,營建工程人員
營建工程人員,餐飲╱住宿服務,45000,49500,54000,58500,63000,營建_製圖_施作,營建工程人員
營建工程人員,批發╱零售,42400,46700,50900,55200,59400,營建_製圖_施作,營建工程人員
營建雜工／粗工,電子科技╱資訊╱軟體╱半導體,35000,38500,42000,45500,49000,營建_製圖_施作,營建雜工／粗工
營建雜工／粗工,一般傳統製造,34000,37400,40800,44200,47600,營建_製圖_施作,營建雜工／粗工
營建雜工／粗工,礦業╱土石能源採取,31000,34100,37200,40300,43400,營建_製圖_施作,營建雜工／粗工
營建雜工／粗工,運輸物流╱倉儲╱貿易,36000,39600,43200,46800,50400,營建_製圖_施作,營建雜工／粗工
營建雜工／粗工,建築營造╱不動產相關,35000,38500,42000,45500,49000,營建_製圖_施作,營建雜工／粗工
營建雜工／粗工,醫療照護╱環境衛生,40000,44000,48000,52000,56000,營建_製圖_施作,營建雜工／粗工
營建雜工／粗工,農林漁牧╱水電資源,40000,44000,48000,52000,56000,營建_製圖_施作,營建雜工／粗工
營建雜工／粗工,一般服務業,32000,35200,38400,41600,44800,營建_製圖_施作,營建雜工／粗工
營建雜工／粗工,旅遊╱休閒╱運動,27500,30300,33000,35800,38500,營建_製圖_施作,營建雜工／粗工
營建雜工／粗工,餐飲╱住宿服務,28300,31100,33900,36800,39600,營建_製圖_施作,營建雜工／粗工
營建雜工／粗工,教育╱出版╱藝文相關,27500,30300,33000,35800,38500,營建_製圖_施作,營建雜工／粗工
營建雜工／粗工,批發╱零售,31000,34100,37200,40300,43400,營建_製圖_施作,營建雜工／粗工
現場規劃工程師,電子科技╱資訊╱軟體╱半導體,40000,44000,48000,52000,56000,營建_製圖_施作,現場規劃工程師
現場規劃工程師,一般傳統製造,49500,54500,59400,64400,69300,營建_製圖_施作,現場規劃工程師
現場規劃工程師,礦業╱土石能源採取,47500,52300,57000,61800,66500,營建_製圖_施作,現場規劃工程師
現場規劃工程師,政治╱宗教╱社福,51100,56300,61400,66500,71600,營建_製圖_施作,現場規劃工程師
現場規劃工程師,運輸物流╱倉儲╱貿易,45000,49500,54000,58500,63000,營建_製圖_施作,現場規劃工程師
現場規劃工程師,建築營造╱不動產相關,43000,47300,51600,55900,60200,營建_製圖_施作,現場規劃工程師
現場規劃工程師,醫療照護╱環境衛生,48000,52800,57600,62400,67200,營建_製圖_施作,現場規劃工程師
現場規劃工程師,農林漁牧╱水電資源,46000,50600,55200,59800,64400,營建_製圖_施作,現場規劃工程師
現場規劃工程師,一般服務業,40000,44000,48000,52000,56000,營建_製圖_施作,現場規劃工程師
現場規劃工程師,餐飲╱住宿服務,42000,46200,50400,54600,58800,營建_製圖_施作,現場規劃工程師
現場規劃工程師,大眾傳播相關,42000,46200,50400,54600,58800,營建_製圖_施作,現場規劃工程師
現場規劃工程師,教育╱出版╱藝文相關,35000,38500,42000,45500,49000,營建_製圖_施作,現場規劃工程師
現場規劃工程師,批發╱零售,33000,36300,39600,42900,46200,營建_製圖_施作,現場規劃工程師
發包人員,電子科技╱資訊╱軟體╱半導體,39000,42900,46800,50700,54600,營建_製圖_施作,發包人員
發包人員,一般傳統製造,32000,35200,38400,41600,44800,營建_製圖_施作,發包人員
發包人員,政治╱宗教╱社福,35000,38500,42000,45500,49000,營建_製圖_施作,發包人員
發包人員,法律╱會計╱顧問╱研發╱設計,39000,42900,46800,50700,54600,營建_製圖_施作,發包人員
發包人員,運輸物流╱倉儲╱貿易,28000,30800,33600,36400,39200,營建_製圖_施作,發包人員
發包人員,建築營造╱不動產相關,40000,44000,48000,52000,56000,營建_製圖_施作,發包人員
發包人員,醫療照護╱環境衛生,34700,38200,41700,45200,48600,營建_製圖_施作,發包人員
發包人員,農林漁牧╱水電資源,30000,33000,36000,39000,42000,營建_製圖_施作,發包人員
發包人員,一般服務業,34000,37400,40800,44200,47600,營建_製圖_施作,發包人員
發包人員,餐飲╱住宿服務,28000,30800,33600,36400,39200,營建_製圖_施作,發包人員
發包人員,大眾傳播相關,35500,39100,42600,46200,49700,營建_製圖_施作,發包人員
發包人員,教育╱出版╱藝文相關,35000,38500,41900,45400,48900,營建_製圖_施作,發包人員
發包人員,批發╱零售,28000,30800,33600,36400,39200,營建_製圖_施作,發包人員
結構技師／工程師,電子科技╱資訊╱軟體╱半導體,36000,39600,43200,46800,50400,營建_製圖_施作,結構技師／工程師
結構技師／工程師,一般傳統製造,36300,39900,43500,47200,50800,營建_製圖_施作,結構技師／工程師
結構技師／工程師,法律╱會計╱顧問╱研發╱設計,35000,38500,42000,45500,49000,營建_製圖_施作,結構技師／工程師
結構技師／工程師,建築營造╱不動產相關,45000,49500,54000,58500,63000,營建_製圖_施作,結構技師／工程師
結構技師／工程師,農林漁牧╱水電資源,45000,49500,54000,58500,63000,營建_製圖_施作,結構技師／工程師
結構技師／工程師,批發╱零售,38000,41800,45600,49400,53200,營建_製圖_施作,結構技師／工程師
都市／交通規劃人員,電子科技╱資訊╱軟體╱半導體,58000,63800,69600,75400,81200,營建_製圖_施作,都市／交通規劃人員
都市／交通規劃人員,一般傳統製造,40000,44000,48000,52000,56000,營建_製圖_施作,都市／交通規劃人員
都市／交通規劃人員,政治╱宗教╱社福,35000,38500,41900,45400,48900,營建_製圖_施作,都市／交通規劃人員
都市／交通規劃人員,法律╱會計╱顧問╱研發╱設計,38000,41800,45600,49400,53200,營建_製圖_施作,都市／交通規劃人員
都市／交通規劃人員,運輸物流╱倉儲╱貿易,38000,41800,45600,49400,53200,營建_製圖_施作,都市／交通規劃人員
都市／交通規劃人員,建築營造╱不動產相關,37500,41300,45000,48800,52500,營建_製圖_施作,都市／交通規劃人員
都市／交通規劃人員,旅遊╱休閒╱運動,30000,33000,36000,39000,42000,營建_製圖_施作,都市／交通規劃人員
都市／交通規劃人員,餐飲╱住宿服務,35000,38500,42000,45500,49000,營建_製圖_施作,都市／交通規劃人員
都市／交通規劃人員,教育╱出版╱藝文相關,32000,35200,38400,41600,44800,營建_製圖_施作,都市／交通規劃人員
重機械操作人員,電子科技╱資訊╱軟體╱半導體,27000,29700,32400,35100,37800,營建_製圖_施作,重機械操作人員
重機械操作人員,一般傳統製造,36000,39600,43200,46800,50400,營建_製圖_施作,重機械操作人員
重機械操作人員,礦業╱土石能源採取,41000,45100,49200,53300,57400,營建_製圖_施作,重機械操作人員
重機械操作人員,政治╱宗教╱社福,44000,48400,52800,57200,61600,營建_製圖_施作,重機械操作人員
重機械操作人員,運輸物流╱倉儲╱貿易,47500,52300,57000,61800,66500,營建_製圖_施作,重機械操作人員
重機械操作人員,建築營造╱不動產相關,42000,46200,50400,54600,58800,營建_製圖_施作,重機械操作人員
重機械操作人員,醫療照護╱環境衛生,42000,46200,50400,54600,58800,營建_製圖_施作,重機械操作人員
重機械操作人員,農林漁牧╱水電資源,42500,46800,51000,55300,59500,營建_製圖_施作,重機械操作人員
重機械操作人員,一般服務業,40700,44800,48900,53000,57000,營建_製圖_施作,重機械操作人員
重機械操作人員,批發╱零售,42000,46200,50400,54600,58800,營建_製圖_施作,重機械操作人員
金屬建材架構人員,電子科技╱資訊╱軟體╱半導體,50000,55000,60000,65000,70000,營建_製圖_施作,金屬建材架構人員
金屬建材架構人員,一般傳統製造,40000,44000,48000,52000,56000,營建_製圖_施作,金屬建材架構人員
金屬建材架構人員,礦業╱土石能源採取,100000,110000,120000,130000,140000,營建_製圖_施作,金屬建材架構人員
金屬建材架構人員,運輸物流╱倉儲╱貿易,47000,51700,56400,61100,65800,營建_製圖_施作,金屬建材架構人員
金屬建材架構人員,建築營造╱不動產相關,40000,44000,48000,52000,56000,營建_製圖_施作,金屬建材架構人員
金屬建材架構人員,農林漁牧╱水電資源,39000,42900,46800,50700,54600,營建_製圖_施作,金屬建材架構人員
金屬建材架構人員,一般服務業,45000,49500,54000,58500,63000,營建_製圖_施作,金屬建材架構人員
金屬建材架構人員,餐飲╱住宿服務,28200,31100,33900,36700,39500,營建_製圖_施作,金屬建材架構人員
金屬建材架構人員,教育╱出版╱藝文相關,36000,39600,43200,46800,50400,營建_製圖_施作,金屬建材架構人員
防水施工人員,電子科技╱資訊╱軟體╱半導體,30000,33000,36000,39000,42000,營建_製圖_施作,防水施工人員
防水施工人員,一般傳統製造,35000,38500,42000,45500,49000,營建_製圖_施作,防水施工人員
防水施工人員,政治╱宗教╱社福,300000,330000,360000,390000,420000,營建_製圖_施作,防水施工人員
防水施工人員,建築營造╱不動產相關,40000,44000,48000,52000,56000,營建_製圖_施作,防水施工人員
防水施工人員,醫療照護╱環境衛生,35000,38500,42000,45500,49000,營建_製圖_施作,防水施工人員
防水施工人員,農林漁牧╱水電資源,36800,40500,44200,47900,51600,營建_製圖_施作,防水施工人員
防水施工人員,一般服務業,45000,49500,54000,58500,63000,營建_製圖_施作,防水施工人員
電信／配線繪圖,電子科技╱資訊╱軟體╱半導體,32000,35200,38400,41600,44800,營建_製圖_施作,電信／配線繪圖
電信／配線繪圖,一般傳統製造,32000,35200,38400,41600,44800,營建_製圖_施作,電信／配線繪圖
電信／配線繪圖,法律╱會計╱顧問╱研發╱設計,32000,35200,38400,41600,44800,營建_製圖_施作,電信／配線繪圖
電信／配線繪圖,建築營造╱不動產相關,33500,36900,40200,43600,46900,營建_製圖_施作,電信／配線繪圖
電信／配線繪圖,農林漁牧╱水電資源,34500,38000,41400,44900,48300,營建_製圖_施作,電信／配線繪圖
電信／配線繪圖,一般服務業,30000,33000,36000,39000,42000,營建_製圖_施作,電信／配線繪圖
電信／配線繪圖,大眾傳播相關,34000,37400,40800,44200,47600,營建_製圖_施作,電信／配線繪圖
電信／配線繪圖,批發╱零售,36000,39600,43200,46800,50400,營建_製圖_施作,電信／配線繪圖
加油服務,電子科技╱資訊╱軟體╱半導體,30000,33000,36000,39000,42000,生活服務_農林漁牧,加油服務
加油服務,一般傳統製造,28000,30800,33600,36400,39200,生活服務_農林漁牧,加油服務
加油服務,礦業╱土石能源採取,29000,31900,34800,37700,40600,生活服務_農林漁牧,加油服務
加油服務,政治╱宗教╱社福,31500,34700,37800,41000,44100,生活服務_農林漁牧,加油服務
加油服務,金融投顧╱保險相關,27000,29700,32400,35100,37800,生活服務_農林漁牧,加油服務
加油服務,法律╱會計╱顧問╱研發╱設計,31500,34700,37800,41000,44100,生活服務_農林漁牧,加油服務
加油服務,運輸物流╱倉儲╱貿易,28000,30800,33600,36400,39200,生活服務_農林漁牧,加油服務
加油服務,建築營造╱不動產相關,31000,34100,37200,40300,43400,生活服務_農林漁牧,加油服務
加油服務,醫療照護╱環境衛生,34000,37400,40800,44200,47600,生活服務_農林漁牧,加油服務
加油服務,農林漁牧╱水電資源,27000,29700,32400,35100,37800,生活服務_農林漁牧,加油服務
加油服務,一般服務業,28000,30800,33600,36400,39200,生活服務_農林漁牧,加油服務
加油服務,旅遊╱休閒╱運動,30000,33000,36000,39000,42000,生活服務_農林漁牧,加油服務
加油服務,餐飲╱住宿服務,26800,29500,32100,34800,37500,生活服務_農林漁牧,加油服務
加油服務,教育╱出版╱藝文相關,26000,28600,31200,33800,36400,生活服務_農林漁牧,加油服務
加油服務,批發╱零售,28000,30800,33600,36400,39200,生活服務_農林漁牧,加油服務
動物飼育專業人員,一般傳統製造,28500,31400,34200,37100,39900,生活服務_農林漁牧,動物飼育專業人員
動物飼育專業人員,政治╱宗教╱社福,32000,35200,38400,41600,44800,生活服務_農林漁牧,動物飼育專業人員
動物飼育專業人員,金融投顧╱保險相關,45000,49500,54000,58500,63000,生活服務_農林漁牧,動物飼育專業人員
動物飼育專業人員,法律╱會計╱顧問╱研發╱設計,31500,34700,37800,41000,44100,生活服務_農林漁牧,動物飼育專業人員
動物飼育專業人員,運輸物流╱倉儲╱貿易,37000,40700,44400,48100,51800,生活服務_農林漁牧,動物飼育專業人員
動物飼育專業人員,建築營造╱不動產相關,40000,44000,48000,52000,56000,生活服務_農林漁牧,動物飼育專業人員
動物飼育專業人員,醫療照護╱環境衛生,31000,34100,37200,40300,43400,生活服務_農林漁牧,動物飼育專業人員
動物飼育專業人員,農林漁牧╱水電資源,32000,35200,38400,41600,44800,生活服務_農林漁牧,動物飼育專業人員
動物飼育專業人員,一般服務業,30000,33000,36000,39000,42000,生活服務_農林漁牧,動物飼育專業人員
動物飼育專業人員,旅遊╱休閒╱運動,30000,33000,36000,39000,42000,生活服務_農林漁牧,動物飼育專業人員
動物飼育專業人員,餐飲╱住宿服務,30000,33000,36000,39000,42000,生活服務_農林漁牧,動物飼育專業人員
動物飼育專業人員,教育╱出版╱藝文相關,31000,34100,37200,40300,43400,生活服務_農林漁牧,動物飼育專業人員
動物飼育專業人員,批發╱零售,31000,34100,37200,40300,43400,生活服務_農林漁牧,動物飼育專業人員
宗教／神職人員,電子科技╱資訊╱軟體╱半導體,25000,27500,30000,32500,35000,生活服務_農林漁牧,宗教／神職人員
宗教／神職人員,一般傳統製造,41000,45100,49200,53300,57400,生活服務_農林漁牧,宗教／神職人員
宗教／神職人員,政治╱宗教╱社福,33000,36300,39600,42900,46200,生活服務_農林漁牧,宗教／神職人員
宗教／神職人員,醫療照護╱環境衛生,33000,36300,39600,42900,46200,生活服務_農林漁牧,宗教／神職人員
宗教／神職人員,一般服務業,38000,41800,45600,49400,53200,生活服務_農林漁牧,宗教／神職人員
